0	1
0	2
0	5
0	6
0	8
0	12
0	13
0	14
0	15
0	20
0	26
0	28
0	29
0	33
0	34
0	35
0	37
0	38
0	40
0	42
0	46
0	48
0	51
0	53
0	54
0	56
0	58
0	59
0	66
0	69
0	70
0	72
0	76
0	81
0	95
0	96
0	98
0	104
0	117
0	122
0	134
0	135
0	137
0	138
0	144
0	146
0	153
0	159
0	161
0	162
0	180
0	194
0	199
0	202
0	208
0	210
0	212
0	213
0	216
0	218
0	222
0	224
0	230
0	235
0	244
0	256
0	257
0	258
0	260
0	264
0	270
0	271
0	272
0	277
0	281
0	283
0	305
0	313
0	324
0	328
0	332
0	333
0	334
0	340
0	343
0	346
0	347
0	348
0	352
0	359
0	364
0	365
0	366
0	369
0	371
0	375
0	383
0	386
0	388
0	390
0	397
0	401
0	402
0	416
0	418
0	428
0	435
0	436
0	439
0	443
0	444
0	445
0	448
0	449
0	457
0	458
0	460
0	466
0	469
1	6
1	10
1	12
1	14
1	16
1	30
1	40
1	50
1	56
1	58
1	64
1	65
1	67
1	70
1	90
1	92
1	94
1	102
1	130
1	144
1	148
1	151
1	161
1	168
1	169
1	174
1	180
1	194
1	197
1	204
1	208
1	214
1	216
1	234
1	240
1	257
1	258
1	266
1	278
1	280
1	282
1	292
1	294
1	296
1	312
1	320
1	328
1	336
1	348
1	349
1	352
1	362
1	376
1	386
1	387
1	390
1	400
1	402
1	406
1	416
1	466
1	506
2	1
2	4
2	11
2	13
2	15
2	16
2	24
2	38
2	48
2	50
2	55
2	64
2	66
2	68
2	76
2	80
2	81
2	88
2	107
2	108
2	113
2	115
2	136
2	137
2	149
2	152
2	156
2	157
2	161
2	163
2	165
2	173
2	183
2	184
2	193
2	200
2	201
2	228
2	230
2	244
2	245
2	261
2	265
2	273
2	280
2	281
2	289
2	305
2	310
2	312
2	320
2	323
2	333
2	334
2	344
2	358
2	376
2	380
2	381
2	384
2	385
2	388
2	395
2	404
2	413
2	421
2	424
2	428
2	437
2	444
2	457
2	465
2	468
2	472
2	473
2	475
2	476
2	480
2	497
2	508
3	8
3	20
3	24
3	28
3	44
3	50
3	56
3	64
3	69
3	72
3	113
3	124
3	125
3	129
3	132
3	135
3	188
3	190
3	194
3	200
3	228
3	242
3	264
3	276
3	280
3	285
3	292
3	316
3	320
3	322
3	328
3	333
3	340
3	348
3	352
3	361
3	365
3	372
3	386
3	388
3	396
3	400
3	408
3	416
3	432
3	448
3	460
3	464
3	504
4	1
4	8
4	16
4	18
4	22
4	30
4	33
4	35
4	37
4	39
4	50
4	66
4	73
4	74
4	83
4	88
4	98
4	99
4	109
4	112
4	129
4	133
4	137
4	139
4	145
4	146
4	152
4	166
4	168
4	169
4	171
4	193
4	194
4	204
4	208
4	209
4	211
4	226
4	232
4	245
4	247
4	266
4	274
4	275
4	276
4	280
4	282
4	288
4	293
4	297
4	298
4	299
4	305
4	320
4	324
4	352
4	353
4	361
4	362
4	369
4	387
4	395
4	400
4	401
4	408
4	418
4	432
4	442
4	451
4	457
4	474
4	490
4	491
5	2
5	4
5	8
5	10
5	16
5	18
5	19
5	20
5	26
5	40
5	48
5	52
5	82
5	91
5	97
5	112
5	114
5	122
5	127
5	147
5	152
5	156
5	162
5	185
5	186
5	188
5	193
5	209
5	215
5	232
5	256
5	258
5	266
5	274
5	290
5	298
5	306
5	330
5	336
5	365
5	392
5	396
5	400
5	404
5	409
5	424
5	450
5	456
6	12
6	16
6	32
6	45
6	49
6	64
6	92
6	96
6	97
6	144
6	172
6	177
6	201
6	216
6	237
6	256
6	259
6	288
6	296
6	305
6	313
6	321
6	344
6	352
6	385
6	388
6	389
6	418
6	469
6	488
7	27
7	48
7	104
7	128
7	152
7	216
7	296
7	303
7	313
7	316
7	332
7	336
7	380
7	400
7	432
7	440
7	448
7	460
7	482
7	496
8	2
8	3
8	4
8	20
8	23
8	34
8	38
8	54
8	59
8	66
8	70
8	87
8	104
8	112
8	118
8	128
8	132
8	133
8	134
8	143
8	150
8	158
8	160
8	164
8	192
8	193
8	209
8	211
8	224
8	227
8	245
8	259
8	260
8	275
8	279
8	288
8	291
8	306
8	320
8	324
8	336
8	338
8	340
8	352
8	358
8	366
8	374
8	384
8	388
8	391
8	396
8	405
8	415
8	416
8	433
8	438
8	448
8	461
8	465
8	472
8	480
8	481
9	0
9	2
9	6
9	19
9	20
9	36
9	38
9	44
9	54
9	66
9	68
9	82
9	102
9	108
9	116
9	130
9	132
9	162
9	184
9	196
9	198
9	208
9	210
9	217
9	240
9	256
9	263
9	290
9	292
9	307
9	320
9	324
9	338
9	342
9	388
9	408
9	432
9	440
9	466
9	506
10	0
10	17
10	24
10	59
10	64
10	76
10	82
10	96
10	117
10	144
10	148
10	160
10	180
10	193
10	194
10	205
10	208
10	226
10	230
10	273
10	289
10	292
10	307
10	320
10	352
10	354
10	364
10	388
10	436
10	444
10	468
10	492
10	500
11	12
11	16
11	33
11	52
11	56
11	58
11	64
11	66
11	69
11	80
11	96
11	132
11	148
11	160
11	182
11	245
11	264
11	276
11	305
11	310
11	324
11	326
11	336
11	340
11	352
11	356
11	368
11	404
11	436
11	448
11	472
11	500
12	0
12	18
12	34
12	35
12	52
12	55
12	66
12	78
12	100
12	137
12	150
12	160
12	162
12	179
12	224
12	250
12	259
12	273
12	274
12	275
12	294
12	298
12	304
12	322
12	354
12	368
12	385
12	387
12	402
12	407
12	433
12	435
12	449
13	0
13	5
13	8
13	16
13	38
13	49
13	66
13	88
13	112
13	114
13	190
13	192
13	198
13	210
13	224
13	256
13	272
13	274
13	280
13	290
13	343
13	392
13	400
13	410
13	426
13	459
13	466
14	0
14	16
14	32
14	33
14	43
14	100
14	155
14	176
14	185
14	192
14	256
14	257
14	272
14	274
14	276
14	307
14	321
14	328
14	368
14	417
14	432
14	465
15	83
15	192
15	256
15	340
15	346
15	384
15	401
15	417
15	432
15	433
16	0
16	1
16	10
16	13
16	14
16	15
16	17
16	18
16	28
16	31
16	33
16	34
16	35
16	40
16	55
16	59
16	64
16	69
16	78
16	96
16	100
16	102
16	103
16	107
16	123
16	128
16	132
16	133
16	141
16	148
16	164
16	194
16	196
16	197
16	200
16	213
16	223
16	229
16	230
16	241
16	243
16	253
16	256
16	257
16	258
16	259
16	266
16	267
16	288
16	289
16	290
16	293
16	297
16	300
16	319
16	321
16	324
16	326
16	329
16	331
16	345
16	355
16	378
16	386
16	387
16	389
16	392
16	450
16	463
16	480
16	483
17	4
17	6
17	10
17	15
17	26
17	34
17	38
17	44
17	48
17	54
17	67
17	74
17	96
17	97
17	104
17	148
17	165
17	200
17	201
17	208
17	215
17	230
17	231
17	236
17	237
17	259
17	260
17	262
17	268
17	294
17	296
17	320
17	328
17	330
17	349
17	355
17	361
17	384
17	391
17	421
17	449
17	451
17	456
17	458
17	481
17	486
18	0
18	1
18	8
18	12
18	24
18	40
18	46
18	47
18	64
18	68
18	69
18	80
18	92
18	141
18	142
18	157
18	160
18	161
18	164
